Número,prioridade_label,Produto,Categoria,Grupo designado,hora_abertura,dia_semana,data_abertura,kpi_violado,risco_predito
INC8654075,P2,lrel,cat85,Team09,18,Quarta,2025-12-31,0,0.14563553
INC8653993,P2,lhvp,cat73,Team14,14,Quarta,2025-12-31,0,0.06407197
INC8653923,P2,lhco,cat71,Team14,11,Quarta,2025-12-31,0,0.015438383
INC8653899,P2,lssl,cat102,Team14,11,Quarta,2025-12-31,0,0.14477852
INC8653798,P2,lrev,cat97,Team14,7,Quarta,2025-12-31,0,0.00077455875
INC8653655,P2,lsin,cat77,Team14,6,Quarta,2025-12-31,0,0.048005324
INC8653652,P2,lsin,cat77,Team14,6,Quarta,2025-12-31,0,0.048005324
INC8653597,P3,lssl,cat102,Team14,4,Quarta,2025-12-31,0,0.0025744215
INC8653593,P2,lsin,cat141,Team03,4,Quarta,2025-12-31,1,0.0065621254
INC8653415,P2,lhvp,cat73,Team14,3,Quarta,2025-12-31,0,0.029571101
INC8653205,P2,lsin,cat77,Team09,22,Terça,2025-12-30,0,0.029889163
INC8652876,P3,lrev,cat94,Team05,14,Terça,2025-12-30,0,0.0057103806
INC8652843,P2,lsin,cat77,Team09,13,Terça,2025-12-30,0,0.47532016
INC8652841,P2,lrev,cat94,Team14,12,Terça,2025-12-30,0,0.0017604068
INC8652831,P3,lrdo,cat112,Team11,12,Terça,2025-12-30,0,0.19188072
INC8652819,P3,lrdo,cat112,Team11,12,Terça,2025-12-30,0,0.19188072
INC8652807,P3,lrdo,cat112,Team11,12,Terça,2025-12-30,0,0.19188072
INC8652702,P3,lhvp,cat73,Team14,9,Terça,2025-12-30,0,0.017733641
INC8652577,P2,lrev,cat36,Team09,6,Terça,2025-12-30,0,0.066414036
INC8652128,P2,lhco,cat71,Team14,0,Terça,2025-12-30,0,0.020048983
INC8652099,P2,lsin,cat141,Team14,23,Segunda,2025-12-29,0,0.0059265364
INC8651991,P2,lsin,cat77,Team14,21,Segunda,2025-12-29,0,0.0044287187
INC8651975,P2,lsin,cat77,Team09,21,Segunda,2025-12-29,0,0.090815775
INC8651911,P2,lhco,cat71,Team14,19,Segunda,2025-12-29,0,0.00055228284
INC8651840,P2,lvps,cat74,Team14,17,Segunda,2025-12-29,0,0.0076174065
INC8651829,P2,lsin,cat77,Team09,17,Segunda,2025-12-29,0,0.51198274
INC8651798,P3,lhco,cat85,Team11,17,Segunda,2025-12-29,0,0.072049215
INC8651755,P2,lclo,cat66,Team03,16,Segunda,2025-12-29,0,0.0050551104
INC8651727,P3,lhco,cat71,Team14,15,Segunda,2025-12-29,0,0.009793161
INC8651619,P2,lhco,cat71,Team14,13,Segunda,2025-12-29,0,0.0031891782
INC8651604,P2,lhco,cat71,Team14,13,Segunda,2025-12-29,0,0.0031891782
INC8651458,P2,lhco,cat71,Team14,10,Segunda,2025-12-29,0,0.015897691
INC8651437,P3,lrdo,cat112,Team11,10,Segunda,2025-12-29,0,0.2847635
INC8651433,P3,lhco,cat110,Team11,10,Segunda,2025-12-29,0,0.054457244
INC8651421,P2,lhco,cat71,Team14,9,Segunda,2025-12-29,0,0.0127718495
INC8651419,P2,lhco,cat71,Team14,9,Segunda,2025-12-29,0,0.0127718495
INC8651400,P2,lhvp,cat73,Team14,9,Segunda,2025-12-29,0,0.04590671
INC8651395,P2,lhco,cat71,Team14,9,Segunda,2025-12-29,0,0.0127718495
INC8651381,P2,lhco,cat71,Team14,8,Segunda,2025-12-29,0,0.015451014
INC8651368,P3,lrel,cat123,Team11,8,Segunda,2025-12-29,0,0.079504944
INC8651365,P2,lhco,cat71,Team14,8,Segunda,2025-12-29,0,0.015451014
INC8651363,P3,lvps,cat74,Team14,8,Segunda,2025-12-29,0,0.019903945
INC8651067,P2,lrev,cat36,Team14,3,Segunda,2025-12-29,0,0.0029688482
INC8651006,P2,lhco,cat71,Team14,2,Segunda,2025-12-29,0,0.008885723
INC8651000,P3,lhco,cat85,Team14,2,Segunda,2025-12-29,0,0.52680236
INC8650994,P2,lhvp,cat73,Team14,2,Segunda,2025-12-29,0,0.10234971
INC8650820,P2,lhco,cat18,Team02,22,Domingo,2025-12-28,0,0.0018959463
INC8650787,P2,lhco,cat71,Team14,22,Domingo,2025-12-28,0,0.0003983982
INC8650764,P2,lclo,cat63,Team03,21,Domingo,2025-12-28,0,0.015699405
INC8650608,P3,lhco,cat71,Team14,15,Domingo,2025-12-28,0,0.0025335564
INC8650605,P3,lhco,cat137,Team14,15,Domingo,2025-12-28,0,0.01865707
INC8650588,P2,lhco,cat71,Team09,14,Domingo,2025-12-28,0,0.55318
INC8650576,P3,lhco,cat18,Team14,14,Domingo,2025-12-28,0,0.0023960776
INC8650570,P2,lhco,cat71,Team14,14,Domingo,2025-12-28,0,0.0038630995
INC8650508,P3,lvps,cat74,Team14,10,Domingo,2025-12-28,0,0.003645455
INC8650448,P3,lhco,cat71,Team09,8,Domingo,2025-12-28,0,0.43522528
INC8650100,P2,lrev,cat35,Team09,3,Domingo,2025-12-28,0,0.18433811
INC8649994,P2,lhvp,cat73,Team14,1,Domingo,2025-12-28,0,0.0033317998
INC8649800,P3,lhco,cat85,Team11,22,Sábado,2025-12-27,1,0.9500486
INC8649768,P3,lrdo,cat112,Team11,21,Sábado,2025-12-27,1,0.976492
INC8649741,P2,lrev,cat35,Team14,21,Sábado,2025-12-27,0,0.005796247
INC8649708,P2,lrev,cat97,Team14,20,Sábado,2025-12-27,0,0.000513834
INC8649528,P3,lhco,cat71,Team14,14,Sábado,2025-12-27,0,0.007942448
INC8649493,P3,lhvp,cat19,Team14,13,Sábado,2025-12-27,0,0.0015928554
INC8649487,P3,lhvp,cat87,Team14,13,Sábado,2025-12-27,0,0.0010660951
INC8649480,P2,lhco,cat71,Team14,13,Sábado,2025-12-27,0,0.0031967224
INC8649430,P3,lvps,cat74,Team14,11,Sábado,2025-12-27,0,0.010510826
INC8649415,P2,lhco,cat71,Team14,11,Sábado,2025-12-27,0,0.00778792
INC8649414,P3,lrel,cat103,Team11,11,Sábado,2025-12-27,0,0.3484167
INC8649371,P2,lhvp,cat73,Team14,9,Sábado,2025-12-27,0,0.005316823
INC8649349,P2,lsin,cat77,Team14,9,Sábado,2025-12-27,0,0.016369201
INC8649294,P3,lvps,cat85,Team14,7,Sábado,2025-12-27,0,0.007955335
INC8649176,P2,lrev,cat97,Team09,5,Sábado,2025-12-27,0,0.023346528
INC8648977,P2,lrev,cat35,Team09,3,Sábado,2025-12-27,0,0.35078037
INC8648891,P2,lhco,cat137,Team03,3,Sábado,2025-12-27,0,0.09153395
INC8648801,P2,lhco,cat71,Team14,1,Sábado,2025-12-27,0,0.003869869
INC8648479,P2,lsin,cat141,Team03,19,Sexta,2025-12-26,0,0.0139733525
INC8648471,P2,lrev,cat97,Team14,18,Sexta,2025-12-26,0,0.00039777585
INC8648466,P3,lhco,cat71,Team14,18,Sexta,2025-12-26,0,0.019825652
INC8648455,P3,lcem,cat91,Team11,18,Sexta,2025-12-26,0,0.18526003
INC8648394,P3,lhco,cat71,Team14,17,Sexta,2025-12-26,0,0.015826046
INC8648388,P3,lsin,cat77,Team14,17,Sexta,2025-12-26,0,0.015409938
INC8648312,P2,lhvp,cat73,Team14,15,Sexta,2025-12-26,0,0.0053772023
INC8648226,P3,lcem,cat76,Team05,14,Sexta,2025-12-26,0,0.029158382
INC8648195,P3,lhvp,cat73,Team14,14,Sexta,2025-12-26,0,0.018621027
INC8648174,P2,lhco,cat71,Team14,13,Sexta,2025-12-26,0,0.00200297
INC8648147,P3,lhco,cat31,Team11,12,Sexta,2025-12-26,0,0.040595572
INC8648127,P3,lhco,cat31,Team11,11,Sexta,2025-12-26,0,0.08929826
INC8648101,P3,lsaa,cat126,Team11,10,Sexta,2025-12-26,0,0.45531693
INC8648092,P3,lhco,cat71,Team14,10,Sexta,2025-12-26,0,0.007031784
INC8648090,P3,lcsp,cat85,Team14,10,Sexta,2025-12-26,0,0.0033487044
INC8648078,P2,lsin,cat77,Team14,10,Sexta,2025-12-26,0,0.037895896
INC8648066,P3,lhco,cat85,Team11,9,Sexta,2025-12-26,0,0.11932583
INC8648065,P2,lrev,cat97,Team14,9,Sexta,2025-12-26,0,0.0012650737
INC8648064,P3,lsin,cat29,Team11,9,Sexta,2025-12-26,0,0.08808871
INC8648055,P3,lrdo,cat31,Team11,9,Sexta,2025-12-26,0,0.41385046
INC8648052,P3,lrev,cat94,Team14,9,Sexta,2025-12-26,0,0.0016178349
INC8648037,P3,lhco,cat71,Team14,8,Sexta,2025-12-26,0,0.0055977474
INC8648028,P3,lrdo,cat31,Team11,8,Sexta,2025-12-26,0,0.41246924
INC8647943,P2,lhco,cat71,Team14,5,Sexta,2025-12-26,0,0.0018268384
INC8647766,P2,lhco,cat18,Team02,3,Sexta,2025-12-26,0,0.008604713
INC8647687,P3,lhco,cat85,Team14,0,Sexta,2025-12-26,0,0.084832735
INC8647686,P3,lhco,cat85,Team14,0,Sexta,2025-12-26,0,0.084832735
INC8647685,P3,lhco,cat85,Team14,0,Sexta,2025-12-26,0,0.084832735
INC8647684,P3,lhco,cat85,Team14,0,Sexta,2025-12-26,0,0.084832735
INC8647636,P3,lhco,cat85,Team11,0,Sexta,2025-12-26,0,0.26877937
INC8647625,P2,lcsp,cat137,Team03,0,Sexta,2025-12-26,0,0.0015178287
INC8647597,P2,lhco,cat71,Team14,23,Quinta,2025-12-25,0,0.0021051762
INC8647594,P2,lhco,cat71,Team14,23,Quinta,2025-12-25,0,0.0021051762
INC8647532,P3,lhco,cat71,Team14,22,Quinta,2025-12-25,0,0.011937296
INC8647521,P2,lhvp,cat73,Team14,22,Quinta,2025-12-25,0,0.0016062442
INC8647505,P3,lrev,cat99,Team14,21,Quinta,2025-12-25,0,0.0016421018
INC8647475,P3,lhco,cat71,Team14,20,Quinta,2025-12-25,0,0.008912281
INC8647463,P3,lhco,cat71,Team14,19,Quinta,2025-12-25,0,0.007870929
INC8647441,P3,lhco,cat71,Team14,19,Quinta,2025-12-25,0,0.007870929
INC8647425,P2,lcem,cat76,Team05,18,Quinta,2025-12-25,0,0.0686464
INC8647408,P3,lsin,cat77,Team02,17,Quinta,2025-12-25,0,0.21598694
INC8647359,P3,lhco,cat71,Team14,15,Quinta,2025-12-25,0,0.005779093
INC8647266,P3,lsaa,cat83,Team11,11,Quinta,2025-12-25,0,0.10690572
INC8647247,P3,lcem,cat76,Team05,10,Quinta,2025-12-25,0,0.083495565
INC8647226,P3,lrev,cat96,Team14,9,Quinta,2025-12-25,0,0.0004923982
INC8647175,P3,lhco,cat71,Team14,6,Quinta,2025-12-25,0,0.00405234
INC8647168,P3,lsin,cat15,Team14,5,Quinta,2025-12-25,0,0.0022950156
INC8646939,P2,lrev,cat36,Team14,3,Quinta,2025-12-25,0,0.0024574343
INC8646934,P3,lhco,cat71,Team09,3,Quinta,2025-12-25,0,0.8957316
INC8646904,P3,lsin,cat141,Team14,1,Quinta,2025-12-25,0,0.0007046171
INC8646876,P2,lcem,cat76,Team05,0,Quinta,2025-12-25,0,0.008806508
INC8646857,P3,lhco,cat71,Team14,0,Quinta,2025-12-25,0,0.17533031
INC8646829,P3,lsin,cat77,Team10,0,Quinta,2025-12-25,0,0.027339945
INC8646755,P3,lhco,cat85,Team11,21,Quarta,2025-12-24,0,0.15963161
INC8646736,P3,lhco,cat71,Team09,20,Quarta,2025-12-24,0,0.64061004
INC8646732,P3,lsin,cat15,Team14,20,Quarta,2025-12-24,0,0.009527303
INC8646692,P3,lhco,cat71,Team14,18,Quarta,2025-12-24,0,0.008951676
INC8646688,P3,lcem,cat76,Team05,18,Quarta,2025-12-24,0,0.2640931
INC8646674,P3,lsin,cat77,Team14,17,Quarta,2025-12-24,0,0.044434387
INC8646652,P2,lhco,cat71,Team14,16,Quarta,2025-12-24,0,0.0044822507
INC8646647,P3,lhco,cat71,Team14,16,Quarta,2025-12-24,0,0.005693819
INC8646645,P3,lcem,cat76,Team05,16,Quarta,2025-12-24,0,0.09882506
INC8646627,P3,lhvp,cat138,Team14,15,Quarta,2025-12-24,0,0.011029959
INC8646611,P3,lcem,cat76,Team05,15,Quarta,2025-12-24,0,0.07508058
INC8646442,P3,lrev,cat96,Team11,14,Quarta,2025-12-24,0,0.013025221
INC8646355,P3,lema,cat103,Team11,14,Quarta,2025-12-24,0,0.41904935
INC8646341,P3,lhvp,cat87,Team11,13,Quarta,2025-12-24,0,0.0027152568
INC8646313,P3,lhco,cat71,Team14,13,Quarta,2025-12-24,0,0.0019912915
INC8646310,P3,lsin,cat77,Team14,13,Quarta,2025-12-24,0,0.026531478
INC8646309,P3,lhvp,cat73,Team14,13,Quarta,2025-12-24,0,0.0035258634
INC8646280,P3,lvps,cat85,Team11,12,Quarta,2025-12-24,0,0.07985349
INC8646272,P3,lcem,cat76,Team05,12,Quarta,2025-12-24,0,0.048479263
INC8646260,P3,lhco,cat85,Team11,11,Quarta,2025-12-24,0,0.048377085
INC8646255,P3,lhco,cat85,Team11,11,Quarta,2025-12-24,0,0.048377085
INC8646254,P2,lsin,cat77,Team14,11,Quarta,2025-12-24,0,0.43468755
INC8646247,P3,lhco,cat71,Team14,11,Quarta,2025-12-24,0,0.0066808215
INC8646228,P3,lrev,cat98,Team11,11,Quarta,2025-12-24,0,0.004359262
INC8646156,P3,lhco,cat71,Team14,9,Quarta,2025-12-24,0,0.008173416
INC8646091,P3,lhco,cat71,Team14,9,Quarta,2025-12-24,0,0.008173416
INC8646075,P3,lhco,cat71,Team14,9,Quarta,2025-12-24,0,0.008173416
INC8646043,P3,lsin,cat77,Team14,8,Quarta,2025-12-24,0,0.019607777
INC8646034,P3,lhvp,cat138,Team17,8,Quarta,2025-12-24,0,0.0041856593
INC8646013,P2,lsin,cat77,Team09,7,Quarta,2025-12-24,0,0.3910474
INC8645794,P2,lhco,cat71,Team14,5,Quarta,2025-12-24,0,0.0032628358
INC8645772,P3,lhco,cat85,Team11,4,Quarta,2025-12-24,0,0.054626763
INC8645758,P3,lssl,cat129,Team14,4,Quarta,2025-12-24,0,0.01340511
INC8645751,P3,lsin,cat15,Team01,4,Quarta,2025-12-24,0,0.002348404
INC8645590,P2,lrel,cat85,Team14,3,Quarta,2025-12-24,0,0.017382668
INC8645587,P2,lhco,cat71,Team14,3,Quarta,2025-12-24,0,0.010378138
INC8645570,P2,lhvp,cat73,Team14,2,Quarta,2025-12-24,0,0.03110033
INC8645543,P2,lhco,cat71,Team14,2,Quarta,2025-12-24,0,0.010147817
INC8645501,P3,lsin,cat77,Team10,1,Quarta,2025-12-24,0,0.006632377
INC8645488,P3,Não especificado,Não especificado,Team09,0,Quarta,2025-12-24,0,0.002713754
INC8645389,P3,lhco,cat71,Team14,23,Terça,2025-12-23,0,0.045709886
INC8645369,P3,lcem,cat91,Team11,22,Terça,2025-12-23,0,0.0031698686
INC8645294,P2,lhvp,cat73,Team14,20,Terça,2025-12-23,0,0.0007394042
INC8645285,P3,lcsi,cat41,Team14,20,Terça,2025-12-23,0,0.0035440945
INC8645273,P3,lhco,cat85,Team11,20,Terça,2025-12-23,0,0.043790493
INC8645216,P3,lhco,cat71,Team14,18,Terça,2025-12-23,0,0.01331735
INC8645215,P3,lhco,cat137,Team14,18,Terça,2025-12-23,0,0.0134870745
INC8645206,P3,lhco,cat71,Team14,18,Terça,2025-12-23,0,0.01331735
INC8645176,P3,lhco,cat71,Team14,17,Terça,2025-12-23,0,0.0098394165
INC8645160,P3,lrdo,cat31,Team11,17,Terça,2025-12-23,0,0.3960184
INC8645159,P2,lcem,cat76,Team05,17,Terça,2025-12-23,0,0.043371852
INC8645108,P2,lhvp,cat138,Team14,16,Terça,2025-12-23,0,0.0022428255
INC8645087,P3,lhco,cat85,Team11,15,Terça,2025-12-23,0,0.02476315
INC8645084,P3,lrel,cat103,Team14,15,Terça,2025-12-23,0,0.032107767
INC8645076,P3,lhco,cat31,Team11,15,Terça,2025-12-23,0,0.073916115
INC8645067,P3,lsin,cat29,Team11,14,Terça,2025-12-23,0,0.3190494
INC8645060,P3,lhco,cat71,Team14,14,Terça,2025-12-23,0,0.04634444
INC8645058,P3,lrdo,cat31,Team11,14,Terça,2025-12-23,0,0.50218445
INC8645054,P3,lcem,cat91,Team11,14,Terça,2025-12-23,0,0.10496164
INC8645033,P3,lgoa,cat103,Team11,14,Terça,2025-12-23,0,0.728023
INC8644997,P3,lrev,cat35,Team14,12,Terça,2025-12-23,0,0.007692742
INC8644994,P3,lcem,cat76,Team05,12,Terça,2025-12-23,0,0.070951566
INC8644993,P2,lrev,cat36,Team14,12,Terça,2025-12-23,0,0.0027891463
INC8644960,P2,lsin,cat77,Team10,11,Terça,2025-12-23,0,0.38037196
INC8644950,P2,lsin,cat77,Team04,11,Terça,2025-12-23,0,0.1534185
INC8644948,P2,lhvp,cat73,Team09,11,Terça,2025-12-23,0,0.745523
INC8644939,P3,lrev,cat35,Team14,11,Terça,2025-12-23,0,0.023703862
INC8644935,P3,khvp,cat107,Team14,10,Terça,2025-12-23,0,0.0018244078
INC8644931,P3,lhco,cat18,Team17,10,Terça,2025-12-23,0,0.0048141303
INC8644925,P3,lcem,cat76,Team05,10,Terça,2025-12-23,0,0.20536347
INC8644923,P3,lexc,cat88,Team07,10,Terça,2025-12-23,0,0.6516283
INC8644921,P3,lhco,cat71,Team14,10,Terça,2025-12-23,0,0.01836487
INC8644918,P3,lcem,cat76,Team05,10,Terça,2025-12-23,0,0.20536347
INC8644833,P3,lhco,cat85,Team11,10,Terça,2025-12-23,0,0.09041747
INC8644832,P3,lhco,cat71,Team14,10,Terça,2025-12-23,0,0.01836487
INC8644828,P3,lcem,cat76,Team05,9,Terça,2025-12-23,0,0.7220842
INC8644821,P2,lhvp,cat73,Team14,9,Terça,2025-12-23,0,0.01121408
INC8644812,P3,lgoa,cat103,Team11,9,Terça,2025-12-23,0,0.095753744
INC8644806,P3,lrev,cat95,Team14,9,Terça,2025-12-23,0,0.0009553091
INC8644801,P3,lhco,cat85,Team11,9,Terça,2025-12-23,0,0.0977029
INC8644783,P3,lhco,cat71,Team09,8,Terça,2025-12-23,0,0.84187937
INC8644780,P3,lhco,cat71,Team11,8,Terça,2025-12-23,0,0.3038029
INC8644777,P3,lwpl,cat93,Team14,8,Terça,2025-12-23,0,0.00032522337
INC8644764,P3,lcem,cat76,Team05,8,Terça,2025-12-23,0,0.29129618
INC8644724,P2,lrev,cat97,Team14,6,Terça,2025-12-23,0,0.000453241
INC8644363,P3,lhco,cat71,Team14,3,Terça,2025-12-23,0,0.2985853
INC8644297,P3,lhco,cat85,Team14,2,Terça,2025-12-23,0,0.34950987
INC8644292,P2,lrev,cat97,Team14,2,Terça,2025-12-23,0,0.000562341
INC8644268,P2,lhco,cat71,Team14,1,Terça,2025-12-23,0,0.0033685586
INC8644267,P3,lhco,cat71,Team14,1,Terça,2025-12-23,0,0.0980136
INC8644228,P3,lvps,cat85,Team14,0,Terça,2025-12-23,0,0.004360968
INC8644211,P2,lhvp,cat73,Team09,0,Terça,2025-12-23,0,0.077301
INC8644188,P2,lhvp,cat73,Team09,0,Terça,2025-12-23,0,0.077301
INC8644076,P3,lcem,cat76,Team05,23,Segunda,2025-12-22,0,0.0022662599
INC8644074,P3,lhco,cat18,Team14,23,Segunda,2025-12-22,0,0.004286478
INC8644045,P3,lhco,cat71,Team14,22,Segunda,2025-12-22,0,0.002481068
INC8644027,P2,lcho,cat71,Team03,22,Segunda,2025-12-22,0,0.0007605405
INC8643926,P3,lhco,cat71,Team14,19,Segunda,2025-12-22,0,0.005374319
INC8643910,P3,lcem,cat76,Team05,19,Segunda,2025-12-22,0,0.024486305
INC8643903,P3,lcem,cat76,Team05,18,Segunda,2025-12-22,0,0.023160297
INC8643895,P2,lhvp,cat73,Team09,18,Segunda,2025-12-22,0,0.1752892
INC8643873,P3,lhco,cat71,Team14,18,Segunda,2025-12-22,0,0.008703173
INC8643872,P2,lrev,cat35,Team09,18,Segunda,2025-12-22,0,0.13394652
INC8643869,P3,lhco,cat31,Team11,18,Segunda,2025-12-22,0,0.08709993
INC8643840,P2,lhco,cat18,Team02,17,Segunda,2025-12-22,0,0.007757842
INC8643826,P2,lssl,cat102,Team09,17,Segunda,2025-12-22,0,0.26710784
INC8643804,P3,lssl,cat102,Team11,16,Segunda,2025-12-22,0,0.35038307
INC8643798,P3,lhco,cat71,Team14,16,Segunda,2025-12-22,0,0.007276873
INC8643730,P3,lhco,cat137,Team17,15,Segunda,2025-12-22,0,0.018313402
INC8643714,P3,lhco,cat31,Team11,15,Segunda,2025-12-22,0,0.1082387
INC8643695,P3,lhco,cat31,Team11,15,Segunda,2025-12-22,0,0.1082387
INC8643686,P3,lwpl,cat92,Team11,15,Segunda,2025-12-22,0,0.0047823456
INC8643683,P3,lsin,cat77,Team14,15,Segunda,2025-12-22,0,0.032664604
INC8643678,P2,lrev,cat35,Team09,15,Segunda,2025-12-22,0,0.22646198
INC8643556,P2,lrev,cat94,Team05,13,Segunda,2025-12-22,0,0.014959547
INC8643550,P3,lcsp,cat137,Team14,13,Segunda,2025-12-22,0,0.0013982201
INC8643544,P3,lsin,cat77,Team14,12,Segunda,2025-12-22,0,0.03653521
INC8643541,P2,lhco,cat71,Team08,12,Segunda,2025-12-22,0,0.37953985
INC8643533,P3,lcem,cat76,Team05,12,Segunda,2025-12-22,0,0.0137173
INC8643515,P3,lcem,cat76,Team05,12,Segunda,2025-12-22,0,0.0137173
INC8643452,P3,lhco,cat71,Team14,11,Segunda,2025-12-22,0,0.013462517
INC8643450,P3,lrev,cat97,Team14,11,Segunda,2025-12-22,0,0.0005064317
INC8643445,P2,lrev,cat97,Team05,11,Segunda,2025-12-22,0,0.023079144
INC8643440,P3,lhco,cat71,Team14,11,Segunda,2025-12-22,0,0.013462517
INC8643432,P3,lcem,cat76,Team05,11,Segunda,2025-12-22,0,0.018435372
INC8643348,P3,lcem,cat76,Team05,11,Segunda,2025-12-22,0,0.018435372
INC8643214,P3,lcsp,cat85,Team14,10,Segunda,2025-12-22,0,0.0031219725
INC8643147,P2,lrev,cat35,Team09,10,Segunda,2025-12-22,0,0.7177885
INC8643139,P3,lcem,cat76,Team05,10,Segunda,2025-12-22,0,0.04202442
INC8643127,P3,lsaa,cat83,Team11,10,Segunda,2025-12-22,0,0.16512087
INC8643105,P3,lhco,cat71,Team14,10,Segunda,2025-12-22,0,0.017375745
INC8643078,P3,lmse,cat106,Team11,9,Segunda,2025-12-22,0,0.019005505
INC8643006,P3,minf,cat1,Team03,9,Segunda,2025-12-22,0,0.0833673
INC8642990,P3,lhco,cat31,Team11,8,Segunda,2025-12-22,0,0.09446775
INC8642985,P3,lhco,cat85,Team11,8,Segunda,2025-12-22,0,0.47046894
INC8642977,P3,lrev,cat94,Team05,8,Segunda,2025-12-22,0,0.026068268
INC8642827,P2,lrev,cat36,Team14,5,Segunda,2025-12-22,0,0.0019302067
INC8642814,P3,lhco,cat85,Team11,5,Segunda,2025-12-22,0,0.19766073
INC8642805,P2,lrev,cat36,Team14,4,Segunda,2025-12-22,0,0.0016329064
INC8642757,P2,lrev,cat97,Team14,4,Segunda,2025-12-22,0,0.00035634823
INC8642592,P2,lsin,cat20,Team14,2,Segunda,2025-12-22,0,0.0053669885
INC8642534,P2,lhco,cat71,Team14,1,Segunda,2025-12-22,0,0.0030418264
INC8642490,P2,lrev,cat36,Team14,0,Segunda,2025-12-22,0,0.0016064843
INC8642468,P3,lexc,cat88,Team07,23,Domingo,2025-12-21,0,0.10117906
INC8642452,P3,lexc,cat88,Team07,23,Domingo,2025-12-21,0,0.10117906
INC8642447,P3,lexc,cat88,Team07,22,Domingo,2025-12-21,0,0.7653317
INC8642404,P2,lrev,cat35,Team14,21,Domingo,2025-12-21,0,0.0007792098
INC8642385,P3,lexc,cat48,Team07,20,Domingo,2025-12-21,0,0.97402716
INC8642351,P3,lexc,cat48,Team07,19,Domingo,2025-12-21,1,0.9902327
INC8642285,P2,lrev,cat36,Team14,17,Domingo,2025-12-21,0,0.00096383435
INC8642281,P2,lhco,cat71,Team14,16,Domingo,2025-12-21,0,0.0014362104
INC8642257,P3,lhco,cat71,Team14,16,Domingo,2025-12-21,0,0.0028952442
INC8642251,P2,lrev,cat36,Team14,15,Domingo,2025-12-21,0,0.002643905
INC8642224,P3,lhco,cat71,Team14,15,Domingo,2025-12-21,0,0.0025335564
INC8642208,P2,lcho,cat71,Team14,14,Domingo,2025-12-21,0,0.0018904194
INC8642165,P3,lhco,cat137,Team02,13,Domingo,2025-12-21,0,0.035993718
INC8642159,P2,lrev,cat36,Team14,13,Domingo,2025-12-21,0,0.0023578564
INC8642092,P2,lsin,cat141,Team09,12,Domingo,2025-12-21,0,0.17191565
INC8642074,P3,lhvp,cat73,Team14,11,Domingo,2025-12-21,0,0.0022838505
INC8642064,P2,lrev,cat36,Team14,11,Domingo,2025-12-21,0,0.003382142
INC8641981,P2,lcem,cat76,Team05,10,Domingo,2025-12-21,0,0.06683085
INC8641974,P3,lsin,cat77,Team14,10,Domingo,2025-12-21,0,0.0033722615
INC8641963,P3,lexc,cat48,Team07,9,Domingo,2025-12-21,1,0.97919035
INC8641960,P3,lhvp,cat73,Team09,9,Domingo,2025-12-21,0,0.36344227
INC8641959,P3,lsin,cat141,Team14,9,Domingo,2025-12-21,0,0.0022024517
INC8641905,P3,lhco,cat85,Team11,9,Domingo,2025-12-21,0,0.21183987
INC8641879,P3,lhco,cat137,Team17,8,Domingo,2025-12-21,0,0.004288593
INC8641809,P3,lsin,cat141,Team14,7,Domingo,2025-12-21,0,0.0022291332
INC8641744,P3,lhco,cat18,Team02,7,Domingo,2025-12-21,1,0.04899757
INC8641571,P2,lrev,cat97,Team14,5,Domingo,2025-12-21,0,0.00027164005
INC8641529,P2,lrel,cat123,Team14,4,Domingo,2025-12-21,0,0.0012897649
INC8641517,P3,lsin,cat77,Team14,4,Domingo,2025-12-21,0,0.005329255
INC8641436,P2,lrev,cat35,Team14,4,Domingo,2025-12-21,0,0.0005768902
INC8641207,P2,lhvp,cat73,Team09,1,Domingo,2025-12-21,0,0.07286821
INC8641170,P3,lsin,cat141,Team14,0,Domingo,2025-12-21,0,0.0029865734
INC8641104,P3,lclo,cat66,Team09,0,Domingo,2025-12-21,0,0.054335345
INC8641027,P2,lsin,cat77,Team10,23,Sábado,2025-12-20,0,0.002074619
INC8641021,P3,lrev,cat96,Team17,23,Sábado,2025-12-20,0,0.0016477666
INC8641012,P3,lrev,cat97,Team14,23,Sábado,2025-12-20,0,0.0005849896
INC8640989,P3,lhco,cat71,Team14,22,Sábado,2025-12-20,0,0.06774786
INC8640954,P3,lclo,cat63,Team03,22,Sábado,2025-12-20,0,0.29251647
INC8640943,P3,lcsp,cat137,Team14,21,Sábado,2025-12-20,0,0.7590717
INC8640886,P3,lsaa,cat83,Team16,21,Sábado,2025-12-20,0,0.040295288
INC8640873,P3,lsin,cat141,Team14,20,Sábado,2025-12-20,0,0.0063300584
INC8640823,P3,lsin,cat141,Team14,19,Sábado,2025-12-20,0,0.006349632
INC8640820,P3,lhco,cat71,Team14,19,Sábado,2025-12-20,0,0.030865097
INC8640753,P3,lhco,cat85,Team11,17,Sábado,2025-12-20,0,0.597733
INC8640739,P3,lhco,cat85,Team11,16,Sábado,2025-12-20,0,0.24871822
INC8640722,P2,lsin,cat77,Team10,16,Sábado,2025-12-20,0,0.06520531
INC8640700,P3,lvps,cat74,Team14,15,Sábado,2025-12-20,0,0.011892868
INC8640670,P2,lsin,cat77,Team14,14,Sábado,2025-12-20,0,0.0701147
INC8640597,P2,lhco,cat137,Team03,12,Sábado,2025-12-20,0,0.10023892
INC8640593,P3,lhco,cat71,Team14,12,Sábado,2025-12-20,0,0.002000143
