Número,prioridade_label,Produto,Categoria,Grupo designado,hora_abertura,dia_semana,data_abertura,kpi_violado,risco_predito
INC8545899,P3,lcsi,cat41,Team14,18,Quarta,2025-09-24,0,0.002273055
INC8545891,P3,lrev,cat35,Team09,18,Quarta,2025-09-24,0,0.75283146
INC8545881,P3,lcsi,cat41,Team14,17,Quarta,2025-09-24,0,0.0027612376
INC8545878,P2,lsmt,cat46,Team05,17,Quarta,2025-09-24,0,0.05811498
INC8545868,P2,lcem,cat76,Team05,17,Quarta,2025-09-24,0,0.29138955
INC8545867,P3,lhco,cat85,Team11,17,Quarta,2025-09-24,0,0.1255166
INC8545860,P3,lcem,cat76,Team05,16,Quarta,2025-09-24,0,0.09882506
INC8545858,P3,lcem,cat76,Team05,16,Quarta,2025-09-24,0,0.09882506
INC8545857,P3,lsin,cat77,Team14,16,Quarta,2025-09-24,0,0.018002927
INC8545854,P3,lcsi,cat41,Team14,16,Quarta,2025-09-24,0,0.0018222341
INC8545853,P3,lsin,cat77,Team14,16,Quarta,2025-09-24,0,0.018002927
INC8545852,P2,lcem,cat76,Team05,16,Quarta,2025-09-24,0,0.18984622
INC8545850,P3,lcsi,cat41,Team14,16,Quarta,2025-09-24,0,0.0018222341
INC8545849,P3,lhco,cat85,Team11,16,Quarta,2025-09-24,0,0.040548448
INC8545843,P3,lcsi,cat41,Team14,16,Quarta,2025-09-24,0,0.0018222341
INC8545837,P3,lhvp,cat87,Team11,16,Quarta,2025-09-24,0,0.011744883
INC8545836,P3,lhvp,cat73,Team11,16,Quarta,2025-09-24,0,0.15786241
INC8545828,P3,lhco,cat85,Team11,16,Quarta,2025-09-24,0,0.040548448
INC8545823,P3,lsmt,cat46,Team05,16,Quarta,2025-09-24,0,0.019368552
INC8545813,P3,lrev,cat98,Team14,15,Quarta,2025-09-24,0,0.0012078558
INC8545802,P3,lclo,cat63,Team03,15,Quarta,2025-09-24,0,0.023847431
INC8545792,P2,lrev,cat36,Team09,15,Quarta,2025-09-24,0,0.26393712
INC8545790,P3,lcsi,cat41,Team14,15,Quarta,2025-09-24,0,0.0020151956
INC8545778,P3,lhco,cat137,Team14,15,Quarta,2025-09-24,0,0.010616895
INC8545761,P3,lcsi,cat41,Team14,15,Quarta,2025-09-24,0,0.0020151956
INC8545753,P3,lcsi,cat41,Team14,14,Quarta,2025-09-24,0,0.0049599432
INC8545735,P3,lsaa,cat31,Team16,14,Quarta,2025-09-24,0,0.16325186
INC8545728,P3,lsin,cat29,Team11,14,Quarta,2025-09-24,0,0.41487783
INC8545722,P3,lcem,cat91,Team11,14,Quarta,2025-09-24,0,0.16113861
INC8545714,P2,lcem,cat76,Team05,14,Quarta,2025-09-24,0,0.72530407
INC8545713,P3,lhco,cat85,Team11,14,Quarta,2025-09-24,0,0.058293402
INC8545702,P3,lsin,cat141,Team14,13,Quarta,2025-09-24,0,0.018937694
INC8545699,P2,lcem,cat76,Team05,13,Quarta,2025-09-24,0,0.36497718
INC8545691,P3,lhco,cat31,Team11,13,Quarta,2025-09-24,0,0.01967395
INC8545685,P3,lhco,cat31,Team11,13,Quarta,2025-09-24,0,0.01967395
INC8545684,P2,lcem,cat76,Team05,13,Quarta,2025-09-24,0,0.36497718
INC8545682,P3,lcsp,cat137,Team14,13,Quarta,2025-09-24,0,0.0031236932
INC8545670,P3,lhco,cat85,Team11,12,Quarta,2025-09-24,0,0.014040815
INC8545668,P3,lhco,cat137,Team14,12,Quarta,2025-09-24,0,0.0013252503
INC8545666,P3,lssl,cat102,Team11,12,Quarta,2025-09-24,0,0.43742338
INC8545658,P3,lcem,cat76,Team05,12,Quarta,2025-09-24,0,0.048479263
INC8545657,P3,lexc,cat48,Team07,12,Quarta,2025-09-24,0,0.17474714
INC8545654,P2,lcem,cat76,Team05,12,Quarta,2025-09-24,0,0.32895175
INC8545652,P3,lsin,cat77,Team14,12,Quarta,2025-09-24,0,0.026989989
INC8545636,P2,lrev,cat94,Team09,12,Quarta,2025-09-24,0,0.055191725
INC8545623,P2,lrel,cat135,Team05,12,Quarta,2025-09-24,0,0.060492497
INC8545617,P2,lhvp,cat19,Team14,12,Quarta,2025-09-24,0,0.0036778501
INC8545609,P3,lemg,cat42,Team05,12,Quarta,2025-09-24,0,0.009703769
INC8545605,P3,lsin,cat29,Team11,12,Quarta,2025-09-24,0,0.18679859
INC8545604,P3,lsin,cat29,Team11,12,Quarta,2025-09-24,0,0.18679859
INC8545597,P3,lsin,cat29,Team11,11,Quarta,2025-09-24,0,0.29264876
INC8545575,P3,lemn,cat45,Team05,11,Quarta,2025-09-24,0,0.014906574
INC8545545,P3,lexc,cat48,Team07,11,Quarta,2025-09-24,0,0.29461026
INC8545540,P3,lhco,cat85,Team11,11,Quarta,2025-09-24,0,0.048377085
INC8545538,P3,lsin,cat29,Team05,11,Quarta,2025-09-24,0,0.0059986548
INC8545537,P3,lhco,cat137,Team14,11,Quarta,2025-09-24,0,0.004875545
INC8545526,P3,lcem,cat76,Team05,11,Quarta,2025-09-24,0,0.05875687
INC8545524,P3,lhco,cat31,Team11,11,Quarta,2025-09-24,0,0.05651741
INC8545523,P2,lcem,cat76,Team05,11,Quarta,2025-09-24,0,0.3904466
INC8545521,P3,lsin,cat24,Team05,11,Quarta,2025-09-24,0,0.045831136
INC8545520,P3,lsin,cat29,Team05,11,Quarta,2025-09-24,0,0.0059986548
INC8545516,P3,lcem,cat76,Team05,11,Quarta,2025-09-24,0,0.05875687
INC8545510,P3,lsin,cat77,Team14,11,Quarta,2025-09-24,0,0.056726433
INC8545489,P3,lrev,cat31,Team11,11,Quarta,2025-09-24,0,0.3537312
INC8545486,P3,lhco,cat85,Team11,11,Quarta,2025-09-24,0,0.048377085
INC8545481,P3,lhco,cat71,Team14,11,Quarta,2025-09-24,0,0.0066808215
INC8545465,P2,lhco,cat71,Team14,10,Quarta,2025-09-24,0,0.020191176
INC8545462,P3,lhco,cat31,Team11,10,Quarta,2025-09-24,0,0.06744741
INC8545452,P2,lcem,cat76,Team05,10,Quarta,2025-09-24,0,0.48428893
INC8545435,P3,lrdo,cat31,Team11,10,Quarta,2025-09-24,1,0.6274043
INC8545432,P3,lhco,cat71,Team14,10,Quarta,2025-09-24,0,0.009446167
INC8545428,P2,lcem,cat76,Team05,10,Quarta,2025-09-24,0,0.48428893
INC8545402,P3,lhco,cat31,Team11,9,Quarta,2025-09-24,0,0.039829027
INC8545400,P3,lhco,cat85,Team11,9,Quarta,2025-09-24,0,0.06342123
INC8545396,P2,lcem,cat76,Team05,9,Quarta,2025-09-24,0,0.86186916
INC8545387,P3,lcem,cat91,Team11,9,Quarta,2025-09-24,0,0.02319539
INC8545383,P3,lsin,cat29,Team11,9,Quarta,2025-09-24,0,0.15247387
INC8545380,P2,lcem,cat76,Team05,9,Quarta,2025-09-24,0,0.86186916
INC8545373,P3,lsin,cat24,Team05,9,Quarta,2025-09-24,0,0.0821173
INC8545365,P3,lrel,cat103,Team11,9,Quarta,2025-09-24,0,0.0831433
INC8545364,P2,lwpl,cat93,Team09,8,Quarta,2025-09-24,0,0.008227725
INC8545360,P3,lhco,cat31,Team11,8,Quarta,2025-09-24,0,0.039302118
INC8545352,P2,lcem,cat76,Team05,8,Quarta,2025-09-24,0,0.5567087
INC8545350,P3,lrev,cat31,Team11,8,Quarta,2025-09-24,0,0.20080827
INC8545301,P2,lcho,cat71,Team14,7,Quarta,2025-09-24,0,0.0013097298
INC8545221,P3,lhco,cat85,Team11,3,Quarta,2025-09-24,0,0.20321505
INC8545211,P3,lhco,cat71,Team14,3,Quarta,2025-09-24,0,0.06993985
INC8545190,P3,lsin,cat77,Team14,2,Quarta,2025-09-24,0,0.026860954
INC8545172,P3,lssl,cat102,Team11,1,Quarta,2025-09-24,0,0.0011480991
INC8545151,P2,lcho,cat71,Team14,1,Quarta,2025-09-24,0,0.000844409
INC8545146,P3,lssl,cat102,Team14,1,Quarta,2025-09-24,0,0.0002532445
INC8545143,P3,lsin,cat77,Team14,0,Quarta,2025-09-24,0,0.01014469
INC8545142,P3,lhco,cat71,Team14,0,Quarta,2025-09-24,0,0.13767368
INC8545134,P2,lcho,cat71,Team09,0,Quarta,2025-09-24,0,0.02540267
INC8545131,P2,lhvp,cat73,Team14,0,Quarta,2025-09-24,0,0.033418745
INC8545130,P3,lhco,cat71,Team14,0,Quarta,2025-09-24,0,0.13767368
INC8545126,P2,lcem,cat76,Team05,0,Quarta,2025-09-24,0,0.008194879
INC8545087,P3,lsin,cat77,Team14,22,Terça,2025-09-23,0,0.0068304823
INC8545085,P3,lrev,cat96,Team05,22,Terça,2025-09-23,0,0.001518467
INC8545065,P3,lcem,cat76,Team05,22,Terça,2025-09-23,0,0.017896691
INC8545062,P3,lhco,cat71,Team14,21,Terça,2025-09-23,0,0.024423499
INC8545050,P3,lsin,cat77,Team14,21,Terça,2025-09-23,0,0.0147460755
INC8545043,P3,lhco,cat85,Team14,21,Terça,2025-09-23,0,0.016908968
INC8545028,P3,lhco,cat71,Team14,20,Terça,2025-09-23,0,0.009414715
INC8545019,P3,lsin,cat77,Team14,20,Terça,2025-09-23,0,0.013081011
INC8545018,P3,lcho,cat137,Team17,20,Terça,2025-09-23,1,0.9113663
INC8545008,P3,lrev,cat36,Team09,19,Terça,2025-09-23,0,0.72818476
INC8544987,P3,lhco,cat85,Team11,19,Terça,2025-09-23,0,0.064763084
INC8544973,P3,lcsi,cat41,Team14,18,Terça,2025-09-23,0,0.0016561262
INC8544968,P3,lcsi,cat41,Team14,18,Terça,2025-09-23,0,0.0016561262
INC8544946,P3,lcsi,cat41,Team14,18,Terça,2025-09-23,0,0.0016561262
INC8544894,P3,lcem,cat91,Team11,17,Terça,2025-09-23,0,0.113746524
INC8544869,P3,lcsi,cat41,Team14,17,Terça,2025-09-23,0,0.0019183444
INC8544808,P3,lsin,cat31,Team11,17,Terça,2025-09-23,1,0.9161071
INC8544785,P2,lrev,cat35,Team09,17,Terça,2025-09-23,0,0.13159344
INC8544781,P2,lcem,cat76,Team05,17,Terça,2025-09-23,0,0.043371852
INC8544780,P2,lhco,cat71,Team14,17,Terça,2025-09-23,0,0.0018249325
INC8544776,P3,lcem,cat91,Team11,17,Terça,2025-09-23,0,0.113746524
INC8544772,P2,lsin,cat77,Team09,17,Terça,2025-09-23,0,0.38955504
INC8544746,P2,lcem,cat76,Team05,17,Terça,2025-09-23,0,0.043371852
INC8544730,P3,lhvp,cat73,Team14,16,Terça,2025-09-23,0,0.006411022
INC8544728,P3,lcem,cat91,Team11,16,Terça,2025-09-23,0,0.08983277
INC8544725,P3,lcsi,cat85,Team14,16,Terça,2025-09-23,0,0.001474772
INC8544713,P3,lcem,cat91,Team11,16,Terça,2025-09-23,0,0.08983277
INC8544711,P3,lsaa,cat83,Team16,16,Terça,2025-09-23,0,0.009458776
INC8544706,P3,lsin,cat24,Team11,16,Terça,2025-09-23,0,0.5402675
INC8544699,P3,lssl,cat102,Team05,16,Terça,2025-09-23,0,0.1650241
INC8544693,P3,lcem,cat91,Team05,16,Terça,2025-09-23,0,0.13814174
INC8544687,P3,lcem,cat91,Team11,16,Terça,2025-09-23,0,0.08983277
INC8544674,P3,lemg,cat85,Team11,15,Terça,2025-09-23,0,0.027670406
INC8544672,P3,lcem,cat76,Team05,15,Terça,2025-09-23,0,0.057798717
INC8544670,P3,lhco,cat31,Team11,15,Terça,2025-09-23,0,0.073916115
INC8544669,P3,lsg2,cat31,Team11,15,Terça,2025-09-23,0,0.5473339
INC8544665,P3,lsin,cat141,Team14,15,Terça,2025-09-23,0,0.05307183
INC8544661,P2,lsg2,cat71,Team14,15,Terça,2025-09-23,0,0.005117224
INC8544642,P3,lvps,cat85,Team11,15,Terça,2025-09-23,0,0.047111697
INC8544641,P3,lhco,cat85,Team11,15,Terça,2025-09-23,0,0.02476315
INC8544638,P2,lcem,cat76,Team05,15,Terça,2025-09-23,0,0.04517883
INC8544634,P3,lrdo,cat112,Team11,15,Terça,2025-09-23,0,0.69784075
INC8544621,P3,lhco,cat31,Team11,14,Terça,2025-09-23,0,0.09538663
INC8544619,P3,lcem,cat31,Team11,14,Terça,2025-09-23,0,0.3455147
INC8544616,P3,lemg,cat42,Team05,14,Terça,2025-09-23,0,0.04551472
INC8544607,P3,lsin,cat141,Team14,14,Terça,2025-09-23,0,0.062864885
INC8544599,P2,lhvp,cat73,Team14,14,Terça,2025-09-23,0,0.021832919
INC8544591,P3,khvp,cat107,Team14,14,Terça,2025-09-23,0,0.0056777173
INC8544585,P2,lrev,cat94,Team14,14,Terça,2025-09-23,0,0.005153278
INC8544578,P3,lemn,cat45,Team05,13,Terça,2025-09-23,0,0.015040785
INC8544570,P3,lcem,cat91,Team11,13,Terça,2025-09-23,0,0.09576159
INC8544553,P3,lhco,cat85,Team14,12,Terça,2025-09-23,0,0.0019982564
INC8544532,P3,lcem,cat76,Team05,12,Terça,2025-09-23,0,0.070951566
INC8544530,P3,lhvp,cat138,Team14,12,Terça,2025-09-23,0,0.0023617428
INC8544529,P3,lhvp,cat73,Team14,12,Terça,2025-09-23,0,0.0049417075
INC8544525,P3,lrev,cat31,Team11,12,Terça,2025-09-23,0,0.13056538
INC8544524,P3,lhco,cat31,Team11,12,Terça,2025-09-23,0,0.017344551
INC8544522,P3,lsaa,cat43,Team11,12,Terça,2025-09-23,1,0.033103272
INC8544521,P2,lhvp,cat19,Team14,12,Terça,2025-09-23,0,0.003117669
INC8544508,P3,lcem,cat91,Team11,12,Terça,2025-09-23,0,0.038578954
INC8544496,P3,lhco,cat85,Team11,12,Terça,2025-09-23,0,0.013382481
INC8544495,P2,lhvp,cat73,Team14,12,Terça,2025-09-23,0,0.005425407
INC8544485,P3,lsin,cat29,Team11,11,Terça,2025-09-23,0,0.27331486
INC8544472,P3,lhco,cat85,Team11,11,Terça,2025-09-23,0,0.0441786
INC8544461,P3,lgoa,cat103,Team11,11,Terça,2025-09-23,0,0.23155153
INC8544437,P3,lhco,cat71,Team14,11,Terça,2025-09-23,0,0.013535268
INC8544433,P3,lvps,cat74,Team12,11,Terça,2025-09-23,0,0.6246487
INC8544424,P3,lhco,cat71,Team14,11,Terça,2025-09-23,0,0.013535268
INC8544423,P2,lcem,cat76,Team05,11,Terça,2025-09-23,0,0.1921676
INC8544412,P3,lhco,cat31,Team11,10,Terça,2025-09-23,0,0.045787834
INC8544409,P3,lrel,cat85,Team14,10,Terça,2025-09-23,0,0.0076939287
INC8544405,P3,lsin,cat77,Team14,10,Terça,2025-09-23,0,0.039473016
INC8544404,P3,lsaa,cat126,Team11,10,Terça,2025-09-23,0,0.4695069
INC8544402,P3,lhco,cat31,Team11,10,Terça,2025-09-23,0,0.045787834
INC8544401,P3,lcem,cat76,Team05,10,Terça,2025-09-23,0,0.20536347
INC8544396,P2,lhco,cat71,Team14,10,Terça,2025-09-23,0,0.01377258
INC8544395,P3,lcem,cat76,Team05,10,Terça,2025-09-23,0,0.20536347
INC8544394,P3,lhco,cat71,Team14,10,Terça,2025-09-23,0,0.01836487
INC8544393,P3,lhco,cat31,Team11,10,Terça,2025-09-23,0,0.045787834
INC8544392,P2,lhco,cat71,Team09,10,Terça,2025-09-23,0,0.73140734
INC8544390,P3,lhco,cat71,Team09,10,Terça,2025-09-23,0,0.6157134
INC8544387,P3,lhco,cat71,Team14,10,Terça,2025-09-23,0,0.01836487
INC8544385,P3,lssl,cat31,Team11,10,Terça,2025-09-23,0,0.6574981
INC8544383,P3,lhvp,cat87,Team12,10,Terça,2025-09-23,0,0.009428822
INC8544377,P3,lhco,cat31,Team11,10,Terça,2025-09-23,0,0.045787834
INC8544373,P3,lcem,cat31,Team11,10,Terça,2025-09-23,0,0.27414057
INC8544369,P3,lsin,cat77,Team14,10,Terça,2025-09-23,0,0.039473016
INC8544353,P3,lcem,cat76,Team05,9,Terça,2025-09-23,0,0.7220842
INC8544348,P3,lhco,cat85,Team11,9,Terça,2025-09-23,0,0.0977029
INC8544340,P3,lcsi,cat103,Team11,9,Terça,2025-09-23,0,0.011004132
INC8544329,P3,lhco,cat31,Team11,9,Terça,2025-09-23,0,0.04143401
INC8544327,P3,lhco,cat85,Team11,9,Terça,2025-09-23,0,0.0977029
INC8544326,P2,lcem,cat76,Team05,9,Terça,2025-09-23,0,0.70426625
INC8544324,P3,lhvp,cat138,Team05,9,Terça,2025-09-23,0,0.05686284
INC8544314,P3,lhco,cat85,Team11,9,Terça,2025-09-23,0,0.0977029
INC8544309,P3,lhco,cat71,Team11,9,Terça,2025-09-23,0,0.29121602
INC8544304,P3,lhco,cat85,Team11,8,Terça,2025-09-23,0,0.19784501
INC8544298,P2,lcem,cat76,Team05,8,Terça,2025-09-23,0,0.31280097
INC8544289,P2,lcem,cat76,Team05,8,Terça,2025-09-23,0,0.31280097
INC8544288,P3,lsin,cat77,Team14,8,Terça,2025-09-23,0,0.01866203
INC8544287,P3,lcho,cat137,Team14,8,Terça,2025-09-23,0,0.0023249525
INC8544281,P3,lhco,cat31,Team11,8,Terça,2025-09-23,0,0.040886767
INC8544249,P2,lcem,cat76,Team05,7,Terça,2025-09-23,0,0.019206317
INC8544237,P2,lhco,cat71,Team09,7,Terça,2025-09-23,0,0.27466592
INC8544234,P2,lcho,cat71,Team14,7,Terça,2025-09-23,0,0.0009608027
INC8544224,P3,lhco,cat137,Team14,7,Terça,2025-09-23,0,0.0033811599
INC8544207,P2,lcho,cat71,Team14,6,Terça,2025-09-23,0,0.0008039488
INC8544185,P3,lhco,cat137,Team14,6,Terça,2025-09-23,0,0.0027983258
INC8544166,P2,lsin,cat116,Team09,5,Terça,2025-09-23,0,0.03581781
INC8544161,P2,lsg2,cat71,Team14,5,Terça,2025-09-23,0,0.002718705
INC8544158,P3,lhco,cat137,Team14,5,Terça,2025-09-23,0,0.0021171526
INC8544156,P3,lhco,cat137,Team14,5,Terça,2025-09-23,0,0.0021171526
INC8544154,P3,lsin,cat77,Team14,5,Terça,2025-09-23,0,0.008600544
INC8544151,P3,lhco,cat85,Team14,5,Terça,2025-09-23,0,0.012159163
INC8544137,P2,lhvp,cat73,Team14,5,Terça,2025-09-23,0,0.0032493873
INC8544123,P3,lhco,cat137,Team14,4,Terça,2025-09-23,0,0.0022605914
INC8544122,P3,lhco,cat137,Team14,4,Terça,2025-09-23,0,0.0022605914
INC8544113,P3,lhco,cat137,Team14,4,Terça,2025-09-23,0,0.0022605914
INC8544105,P3,lssl,cat102,Team14,3,Terça,2025-09-23,0,0.0010685786
INC8544101,P2,lcho,cat71,Team09,3,Terça,2025-09-23,0,0.085978046
INC8544091,P3,lhco,cat137,Team14,3,Terça,2025-09-23,0,0.016293779
INC8544085,P2,lcho,cat71,Team14,3,Terça,2025-09-23,0,0.0016085407
INC8544057,P3,lhco,cat85,Team11,2,Terça,2025-09-23,0,0.2332436
INC8544056,P2,lcho,cat71,Team14,2,Terça,2025-09-23,0,0.0015308675
INC8544051,P3,lhco,cat85,Team11,2,Terça,2025-09-23,0,0.2332436
INC8544049,P2,lcho,cat71,Team14,2,Terça,2025-09-23,0,0.0015308675
INC8544048,P3,lhco,cat137,Team17,2,Terça,2025-09-23,0,0.0055164006
INC8544047,P2,lhvp,cat73,Team14,2,Terça,2025-09-23,0,0.02472158
INC8544041,P3,lhco,cat71,Team14,2,Terça,2025-09-23,0,0.27015147
INC8544039,P3,lhco,cat85,Team14,2,Terça,2025-09-23,0,0.34950987
INC8544036,P2,lcho,cat71,Team14,2,Terça,2025-09-23,0,0.0015308675
INC8544033,P2,lcho,cat71,Team14,2,Terça,2025-09-23,0,0.0015308675
INC8544030,P3,lhco,cat85,Team11,2,Terça,2025-09-23,0,0.2332436
INC8544028,P3,lssl,cat102,Team14,2,Terça,2025-09-23,0,0.0008753851
INC8544023,P2,lhvp,cat73,Team14,2,Terça,2025-09-23,0,0.02472158
INC8544013,P2,lcho,cat71,Team14,2,Terça,2025-09-23,0,0.0015308675
INC8543997,P3,lsaa,cat83,Team16,1,Terça,2025-09-23,0,0.010932986
INC8543995,P3,lhco,cat137,Team14,1,Terça,2025-09-23,0,0.0046676653
INC8543990,P2,lcho,cat71,Team14,1,Terça,2025-09-23,0,0.00084580376
INC8543969,P2,lcho,cat71,Team14,1,Terça,2025-09-23,0,0.00084580376
INC8543965,P3,lhco,cat137,Team14,1,Terça,2025-09-23,0,0.0046676653
INC8543958,P3,lhco,cat137,Team14,0,Terça,2025-09-23,0,0.11099402
INC8543956,P3,lssl,cat102,Team14,0,Terça,2025-09-23,0,0.0006678626
INC8543941,P3,lhco,cat137,Team14,0,Terça,2025-09-23,0,0.11099402
INC8543925,P3,lhco,cat137,Team14,23,Segunda,2025-09-22,0,0.0076226853
INC8543912,P2,lhco,cat71,Team09,23,Segunda,2025-09-22,0,0.016834177
INC8543897,P3,lemg,cat85,Team05,23,Segunda,2025-09-22,0,0.009801701
INC8543883,P3,lsin,cat141,Team14,22,Segunda,2025-09-22,0,0.006808176
INC8543873,P3,lcem,cat76,Team05,22,Segunda,2025-09-22,0,0.0021510187
INC8543867,P2,lcho,cat71,Team14,22,Segunda,2025-09-22,0,8.578712e-05
INC8543852,P3,lcem,cat76,Team05,22,Segunda,2025-09-22,0,0.0021510187
INC8543850,P3,lhco,cat137,Team14,22,Segunda,2025-09-22,0,0.017457545
INC8543841,P3,lhco,cat137,Team14,21,Segunda,2025-09-22,0,0.04012453
INC8543829,P3,lhco,cat71,Team14,21,Segunda,2025-09-22,0,0.0058358316
INC8543821,P3,lsin,cat77,Team14,20,Segunda,2025-09-22,0,0.01843378
INC8543812,P3,lhvp,cat19,Team11,20,Segunda,2025-09-22,0,0.06256039
INC8543808,P3,lhco,cat137,Team14,20,Segunda,2025-09-22,0,0.014985299
INC8543806,P3,lhco,cat137,Team14,20,Segunda,2025-09-22,0,0.014985299
INC8543805,P3,lhco,cat137,Team14,20,Segunda,2025-09-22,0,0.014985299
INC8543788,P3,lhco,cat137,Team14,19,Segunda,2025-09-22,0,0.010065625
INC8543775,P3,lhco,cat137,Team14,19,Segunda,2025-09-22,0,0.010065625
INC8543765,P3,lsin,cat15,Team14,18,Segunda,2025-09-22,0,0.031416547
INC8543763,P3,lhco,cat85,Team11,18,Segunda,2025-09-22,0,0.090148866
INC8543747,P3,lcsi,cat41,Team14,18,Segunda,2025-09-22,0,0.000618663
INC8543742,P3,lcsi,cat41,Team14,18,Segunda,2025-09-22,0,0.000618663
INC8543741,P3,lsin,cat24,Team11,18,Segunda,2025-09-22,0,0.62895244
INC8543722,P3,lrev,cat94,Team05,17,Segunda,2025-09-22,0,0.0049708816
INC8543719,P3,lhco,cat85,Team11,17,Segunda,2025-09-22,0,0.072049215
INC8543718,P3,lhco,cat85,Team11,17,Segunda,2025-09-22,0,0.072049215
INC8543714,P3,lemg,cat42,Team05,17,Segunda,2025-09-22,0,0.009781935
INC8543709,P3,lsin,cat24,Team11,17,Segunda,2025-09-22,0,0.5210192
INC8543702,P3,lcsi,cat41,Team14,17,Segunda,2025-09-22,0,0.00069179793
INC8543696,P3,lhco,cat85,Team14,17,Segunda,2025-09-22,0,0.0037522502
INC8543695,P3,lsin,cat15,Team14,17,Segunda,2025-09-22,0,0.021986216
INC8543693,P3,lgoa,cat103,Team11,17,Segunda,2025-09-22,0,0.16400932
INC8543692,P3,lsin,cat17,Team17,17,Segunda,2025-09-22,0,0.0171999
INC8543689,P3,lcsi,cat41,Team14,17,Segunda,2025-09-22,0,0.00069179793
INC8543683,P3,lhco,cat31,Team11,17,Segunda,2025-09-22,0,0.06550142
INC8543680,P2,lhvp,cat73,Team14,17,Segunda,2025-09-22,0,0.005302984
INC8543676,P3,lsin,cat29,Team05,17,Segunda,2025-09-22,0,0.01710801
INC8543675,P3,lcsi,cat41,Team14,17,Segunda,2025-09-22,0,0.00069179793
INC8543665,P2,lcem,cat76,Team05,17,Segunda,2025-09-22,0,0.0044647967
INC8543663,P3,lcsi,cat41,Team14,17,Segunda,2025-09-22,0,0.00069179793
INC8543650,P3,lhco,cat31,Team11,16,Segunda,2025-09-22,0,0.12652364
INC8543649,P3,lcsi,cat41,Team14,16,Segunda,2025-09-22,0,0.00067826605
INC8543641,P2,lhco,cat71,Team09,16,Segunda,2025-09-22,0,0.16000187
INC8543640,P3,lcsi,cat41,Team14,16,Segunda,2025-09-22,0,0.00067826605
INC8543630,P3,lcsi,cat41,Team14,16,Segunda,2025-09-22,0,0.00067826605
INC8543629,P3,lssl,cat102,Team11,16,Segunda,2025-09-22,0,0.35038307
INC8543624,P3,lcho,cat31,Team11,16,Segunda,2025-09-22,0,0.10576135
INC8543623,P3,lemn,cat45,Team05,16,Segunda,2025-09-22,0,0.021721406
INC8543616,P3,lcsi,cat41,Team14,16,Segunda,2025-09-22,0,0.00067826605
INC8543614,P2,lcem,cat76,Team05,16,Segunda,2025-09-22,0,0.0044266125
INC8543613,P3,lhco,cat31,Team11,16,Segunda,2025-09-22,0,0.12652364
INC8543612,P2,lhco,cat71,Team14,16,Segunda,2025-09-22,0,0.002057257
INC8543609,P2,lhvp,cat73,Team14,16,Segunda,2025-09-22,0,0.0071467636
INC8543602,P3,lhco,cat85,Team11,16,Segunda,2025-09-22,0,0.04676427
INC8543599,P3,lcsi,cat41,Team14,16,Segunda,2025-09-22,0,0.00067826605
INC8543588,P3,lwpl,cat92,Team11,16,Segunda,2025-09-22,0,0.0054127034
INC8543584,P3,lhco,cat85,Team11,16,Segunda,2025-09-22,0,0.04676427
INC8543580,P2,lcem,cat76,Team05,15,Segunda,2025-09-22,0,0.005648892
INC8543574,P2,lrev,cat36,Team14,15,Segunda,2025-09-22,0,0.0028117008
INC8543569,P3,lrdo,cat112,Team11,15,Segunda,2025-09-22,0,0.46344498
INC8543538,P2,lhco,cat71,Team14,15,Segunda,2025-09-22,0,0.0037328496
INC8543536,P3,lemn,cat45,Team05,15,Segunda,2025-09-22,0,0.0145921465
INC8543528,P3,lhco,cat71,Team14,15,Segunda,2025-09-22,0,0.009793161
INC8543527,P3,lsin,cat141,Team14,15,Segunda,2025-09-22,0,0.050962064
INC8543522,P2,lcem,cat76,Team05,15,Segunda,2025-09-22,0,0.005648892
INC8543490,P2,lhvp,cat73,Team14,14,Segunda,2025-09-22,0,0.082483605
INC8543484,P2,lsin,cat77,Team03,14,Segunda,2025-09-22,0,0.34172666
INC8543483,P3,lsin,cat77,Team14,14,Segunda,2025-09-22,0,0.13365632
INC8543431,P2,lhvp,cat73,Team14,14,Segunda,2025-09-22,0,0.082483605
INC8543422,P3,lcem,cat76,Team05,13,Segunda,2025-09-22,0,0.015282477
INC8543414,P2,lvps,cat74,Team14,13,Segunda,2025-09-22,0,0.02078757
INC8543410,P3,lcem,cat31,Team11,13,Segunda,2025-09-22,0,0.03279414
INC8543397,P3,lhco,cat31,Team11,13,Segunda,2025-09-22,0,0.023979528
INC8543370,P3,lhco,cat137,Team17,13,Segunda,2025-09-22,0,0.0023536673
INC8543364,P3,lcem,cat91,Team11,12,Segunda,2025-09-22,0,0.004429585
INC8543359,P3,lhco,cat71,Team14,12,Segunda,2025-09-22,0,0.005237671
INC8543354,P3,lhco,cat71,Team14,12,Segunda,2025-09-22,0,0.005237671
INC8543352,P3,lhco,cat85,Team11,12,Segunda,2025-09-22,0,0.025577445
INC8543344,P3,lcem,cat48,Team07,12,Segunda,2025-09-22,0,0.08530331
INC8543341,P3,lhco,cat85,Team11,12,Segunda,2025-09-22,0,0.025577445
INC8543340,P3,lhco,cat64,Team14,12,Segunda,2025-09-22,0,0.0041516004
INC8543307,P3,lhvp,cat87,Team11,11,Segunda,2025-09-22,0,0.012144413
INC8543306,P3,lcho,cat71,Team14,11,Segunda,2025-09-22,0,0.005411607
INC8543305,P3,lcle,cat103,Team11,11,Segunda,2025-09-22,0,0.009502884
