ds,yhat,yhat_lower,yhat_upper,prioridade
2025-04-16,28.089058286291788,-28.912084041395445,90.03148816641074,P2
2025-04-17,28.036835807043396,-30.855238723497997,88.91166838883487,P2
2025-04-18,13.969040984413635,-45.26144404724819,73.852500610243,P2
2025-04-19,1.4667121327090626,-63.05457181971807,61.362288027215335,P2
2025-04-20,-6.969263358699848,-72.2400448469367,53.72396911063764,P2
2025-04-21,14.997561399622843,-37.64842344866061,75.57526422806235,P2
2025-04-22,21.65984048995135,-39.573898397443365,85.32268002026267,P2
2025-04-23,26.045126807461543,-41.2407091906046,84.11757197133659,P2
2025-04-24,26.29208488820143,-39.017526996958104,86.7080591323166,P2
2025-04-25,11.480903922743579,-47.2805287001865,76.12291946500171,P2
2025-04-26,0.46878700647302196,-61.821137175642086,64.58958969758173,P2
2025-04-27,-7.5323713973035495,-64.68651434580852,56.155017413092246,P2
2025-04-28,17.724873695024257,-43.48742040646945,81.82774892368259,P2
2025-04-29,22.043589757508567,-41.22801507925294,88.09349148503927,P2
2025-04-30,26.918306061057955,-36.88363473929385,91.51859610800778,P2
2025-05-01,13.107952183639913,-48.56688487726015,81.06991488518713,P2
2025-05-02,13.30142611012893,-46.51540718927022,76.92898346885924,P2
2025-05-03,2.720660969331483,-56.17733769428883,67.11262599537632,P2
2025-05-04,-4.894716318483283,-67.39202317925852,57.12964387097493,P2
2025-05-05,20.690635857005052,-42.664741734057245,84.56917365616579,P2
2025-05-06,25.26892085579045,-36.094383822866135,89.9992928901507,P2
2025-05-07,30.32543569298207,-35.74232577348809,92.44838385486214,P2
2025-05-08,31.152515604073102,-29.61382856697247,98.04818917805567,P2
2025-05-09,16.812127201883786,-48.30273034041587,81.35274464870473,P2
2025-05-10,6.145715990595583,-56.372582887529674,62.25678986826715,P2
2025-05-11,-1.647519308852253,-64.26733584040132,59.22733118237255,P2
2025-05-12,23.67075012600393,-36.39686808896962,85.92086842511534,P2
2025-05-13,27.898475107557527,-33.53273832040809,86.3838085375326,P2
2025-05-14,32.52937465580324,-29.155679090129052,91.18346250998013,P2
2025-05-15,32.866710567827994,-29.27878060007638,99.76454689868805,P2
2025-05-16,17.985629774523392,-39.09420225568779,81.15149301961254,P2
2025-05-17,6.742686141222094,-55.50223985398457,68.10781699782783,P2
2025-05-18,-1.6462773595049924,-62.516017722902255,57.053305563385074,P2
2025-05-19,23.074800132094065,-34.669657956309365,81.67546810265667,P2
2025-05-20,26.722197571638162,-34.39420290050455,88.61549953431002,P2
2025-05-21,30.80803708208058,-29.681674574062903,94.9003620785479,P2
2025-05-22,30.653522570026325,-27.947763989986825,94.54079048345912,P2
2025-05-23,15.350747407871232,-41.7308403482274,77.45802116418469,P2
2025-05-24,3.77169857133358,-59.14226542573507,67.0225213485457,P2
2025-05-25,-4.854346148548572,-63.03500083817714,62.05437448281456,P2
2025-05-26,19.73967329521954,-45.746779369790424,81.46210537585998,P2
2025-05-27,23.378223455539,-40.374415351769315,83.76008643461863,P2
2025-05-28,27.57849980479657,-30.860356821235563,83.86663582400698,P2
2025-05-29,27.663446480649426,-35.955265254468806,91.11060679972972,P2
2025-05-30,12.723436297708062,-50.46817762425121,71.39385355979876,P2
2025-05-31,1.6252438126483142,-63.52392129871644,61.99618679897954,P2
2025-06-01,-6.4104895023310675,-68.23066554102287,54.17896058068802,P2
2025-06-02,18.871402635104904,-38.54033228192273,83.04290624933644,P2
2025-06-03,23.28049745258753,-37.35190916290166,85.40973880343343,P2
2025-06-04,28.316456485761563,-35.57207642479891,87.33355720703611,P2
2025-06-05,29.28247666447079,-33.22070328403418,87.36714117530839,P2
2025-06-06,15.247470795025126,-42.9279556683181,78.7311859627776,P2
2025-06-07,5.055596856397315,-53.93564873154418,64.75666398290478,P2
2025-06-08,-2.095679998091363,-64.25527113591824,54.86237291394682,P2
2025-06-09,24.025691519827703,-39.038970607047006,82.02652560375464,P2
2025-06-10,29.206862677583338,-33.808405258727056,92.30523932653666,P2
2025-06-11,34.926374946511636,-26.508451891828155,93.6964079658223,P2
2025-06-12,36.46819938704432,-27.55684148818383,97.26598413430715,P2
2025-06-13,22.884459913253565,-43.35464258106625,82.017336710256,P2
2025-06-14,13.005444215076164,-47.2994533642922,73.08664953118104,P2
2025-06-15,6.018071720143716,-55.04991759053113,65.78426687198802,P2
2025-06-16,32.147491025270284,-28.813255547978567,94.67313113006401,P2
2025-06-17,37.17781481848714,-27.071505201245117,99.04155833914852,P2
2025-06-18,42.58852678749328,-16.78874916318522,106.46347018598036,P2
2025-06-19,43.66852919183856,-21.712526315867144,105.82104989295901,P2
2025-06-20,29.478764817253133,-36.839394750733504,89.42917602125007,P2
2025-06-21,18.86201901769208,-43.51826927785582,78.89023224331788,P2
2025-06-22,11.02107672663809,-50.19186315300536,71.95478509299478,P2
2025-06-23,36.19991466741222,-24.90141399012859,102.75526134073044,P2
2025-06-24,40.20394781598992,-17.72844467058737,101.87250026067265,P2
2025-06-25,44.535877882321294,-21.189419381025424,106.58187047693463,P2
2025-06-26,44.50912787779234,-19.4210066772737,110.36576273553038,P2
2025-06-27,29.209813502514514,-31.517251789840948,90.2050394272866,P2
2025-06-28,17.50587524769756,-47.48394507392283,76.3764670611941,P2
2025-06-29,8.624564917869527,-52.92894637459257,68.4109190084118,P2
2025-06-30,32.83298573505252,-26.13316598770253,97.2991886530208,P2
2025-07-01,35.95772356455163,-23.774450687741094,94.17089893411553,P2
2025-07-02,39.52013454411378,-25.661077330957156,98.3805465881561,P2
2025-07-03,38.84928920099841,-20.78621289466682,103.61979205127264,P2
2025-07-04,23.043537869792164,-36.729622403549,86.43939393375626,P2
2025-07-05,10.979333001707452,-52.9551318093406,71.76563284251894,P2
2025-07-06,1.8885110251355286,-57.94643296949213,64.98512796275647,P2
2025-07-07,26.0387390624432,-38.5044413268229,86.10857048593817,P2
2025-07-08,29.25316657003635,-34.503441262130806,95.30775930852417,P2
2025-07-09,33.0458470322736,-24.35707548579699,96.99716103938881,P2
2025-07-10,32.73492593424093,-26.65721017753341,96.8799996549107,P2
2025-07-11,17.404552969494798,-44.10541294662655,76.98507809388956,P2
2025-07-12,5.914144201757097,-56.220557194265034,67.15442649893697,P2
2025-07-13,-2.523815713191091,-65.9929117050994,55.30057113710008,P2
2025-07-14,22.33725897122087,-35.8634243847027,84.24537022006517,P2
2025-07-15,26.298341351636846,-31.466393431833175,86.37373227842959,P2
2025-07-16,30.850878404056132,-28.91919995912147,87.88361207855226,P2
2025-07-17,31.290654894700584,-31.010932994997944,88.64727204749636,P2
2025-07-18,16.68037295369658,-42.61974439210637,73.59144124637562,P2
2025-07-19,5.859553663533418,-52.96096237745978,67.82392283393386,P2
2025-07-20,-1.9770680642752225,-66.2378468164234,56.93695545908648,P2
2025-07-21,23.402017655284947,-32.46890698713225,90.004724574948,P2
2025-07-22,27.78583092305563,-31.148447208769742,88.2934626247893,P2
2025-07-23,32.65734460614253,-30.48546428674787,94.16097846716531,P2
2025-07-24,33.30760065029101,-29.4106806726396,92.27629092439683,P2
2025-07-25,18.798430769434102,-40.2342956993807,81.27570535877679,P2
2025-07-26,7.97238331604084,-52.81561345801347,65.86525515547612,P2
2025-07-27,0.031026630284465284,-66.89656274479837,57.55815862320938,P2
2025-07-28,25.216303968360076,-37.90683761699263,89.19509219622209,P2
2025-07-29,29.330953502382243,-36.107819994325006,93.59730482251976,P2
2025-07-30,33.87453549386907,-27.780092636053016,96.48697111752212,P2
2025-07-31,34.15704462403049,-32.15511552086026,91.5593997284842,P2
2025-08-01,19.261052674078563,-45.95394463236135,79.61625075829888,P2
2025-08-02,8.050999828762208,-50.19917260495934,68.63096495885009,P2
2025-08-03,-0.24917676583348225,-63.989753511254165,59.182919961978605,P2
2025-08-04,24.624617445620906,-36.25425272734175,86.19798580338393,P2
2025-08-05,28.496360470323154,-37.661200774073485,94.22342160063089,P2
2025-08-06,32.8852676659518,-27.786312569377223,99.84916640212656,P2
2025-08-07,33.11877145922544,-29.500698014639227,94.93808319777786,P2
2025-08-08,18.294090542440152,-43.23757043547478,85.12208189887545,P2
2025-08-09,7.287023990946288,-54.37665756227409,69.67360079236275,P2
2025-08-10,-0.6708261160946023,-63.50573422112184,59.57394911345572,P2
2025-08-11,24.68830331249787,-31.93105826589724,87.74049203313007,P2
2025-08-12,29.18787321810339,-30.451905814855806,86.40953210182438,P2
2025-08-13,34.342326309539736,-28.190386441812528,96.9001014652541,P2
2025-08-14,35.47011902306983,-24.383325240669073,93.67068401486432,P2
2025-08-15,21.65546452985847,-42.362571416996076,78.97783939186172,P2
2025-08-16,11.757418122335245,-48.06076294297826,69.71642878130227,P2
2025-08-17,4.987501046028186,-58.379430507966646,67.40772799688726,P2
2025-08-18,31.590559130905454,-33.27102532387126,89.5794932697703,P2
2025-08-19,37.36488584777725,-23.22573497175461,95.97552997838527,P2
2025-08-20,43.79816226171398,-20.723778648759772,102.67319137611585,P2
2025-08-21,46.18119660820299,-14.357064908677788,103.98248575548855,P2
2025-08-22,33.570406906215425,-27.227787064060752,95.41586015455002,P2
2025-08-23,24.797657187527072,-36.86313968217956,86.46870284207603,P2
2025-08-24,19.04862262029955,-45.74662582908396,79.6504054281145,P2
2025-08-25,46.54435880404132,-12.4313221029344,104.45831916864164,P2
2025-08-26,53.06208493405798,-10.388381400850976,116.96250943847173,P2
2025-08-27,60.07171459949808,-4.427753089078153,123.46370218459553,P2
2025-08-28,62.850100145904854,5.76316972100789,124.01780177328624,P2
2025-08-29,50.443919575179436,-13.311554673433065,108.66029193200097,P2
2025-08-30,41.6798050517438,-20.225791318467117,102.52654586897057,P2
2025-08-31,35.742879539630586,-26.528280746171117,96.87387908653868,P2
2025-09-01,62.85837194635638,1.8118607239012339,128.51506957350938,P2
2025-09-02,68.81231871811933,6.6062758827946135,132.0022144738982,P2
2025-09-03,75.08788763651808,16.89919919969776,136.72974755493354,P2
2025-09-04,76.97929515095444,12.842642311635558,139.6153298681772,P2
2025-09-05,63.55425508118875,-3.5928825739323886,127.97048948632182,P2
2025-09-06,53.66356966315465,-2.887511040641147,115.74497575152849,P2
2025-09-07,34.73505044745204,-22.326887578204254,94.69674524893637,P2
2025-09-08,72.37441256183757,12.951233957808903,133.9560725073751,P2
2025-09-09,77.04530103015395,17.090723105094398,139.25634231037193,P2
2025-09-10,82.04478550290902,18.3728847316389,147.4050433248469,P2
2025-09-11,82.6965355029283,15.200490472827646,144.53822539378348,P2
2025-09-12,68.09650341083767,9.33691791247776,130.92133622553817,P2
2025-09-13,57.1217909279343,-4.9299305474332,113.43687205355525,P2
2025-09-14,49.007893805983194,-10.351465111238456,110.12493342324248,P2
2025-09-15,74.02903032546885,12.757881634088541,134.70770230913215,P2
2025-09-16,78.01759694281752,19.617485814308953,139.28010797185226,P2
2025-09-17,82.49932035781066,24.500286903385682,149.57995264559986,P2
2025-09-18,82.80610933639547,21.56476584037157,142.03860073483153,P2
2025-09-19,68.03757276445603,6.909530700250073,129.72799743134044,P2
2025-09-20,57.06983982319623,-1.3390038303406393,117.82884551386744,P2
2025-09-21,49.13288388265208,-18.254888084963085,111.33160914171356,P2
2025-09-22,74.49105283081767,13.049469432978293,140.0191770781332,P2
2025-09-23,78.96284250605407,18.530281791420304,143.77525935702414,P2
2025-09-24,84.05647325216574,25.431926453020214,138.46291111857758,P2
2025-09-25,85.0832601875315,18.973833014636217,148.3606792881575,P2
2025-09-26,71.11972857099688,12.418986300129326,135.02212328940706,P2
2025-09-27,61.01709287478037,-4.103974442522611,118.48462378920064,P2
2025-09-28,53.97928227389953,-7.441061964531065,114.61199566073837,P2
2025-09-29,80.24419525333926,20.224297930525847,139.2065617558506,P2
2025-09-30,85.60419949786818,28.62474782665828,147.27518414384588,P2
2025-10-01,91.54241664340616,31.34755276533068,150.9251325063457,P2
2025-10-02,93.34676269926373,32.097385798358104,159.49621196905642,P2
2025-10-03,80.0726769601408,17.584476049854135,143.38006069530903,P2
2025-10-04,70.55314121074639,9.909291190968412,132.56731007776017,P2
2025-10-05,63.97715731344786,4.260655699306671,126.32975842034558,P2
2025-10-06,90.571353927491,29.224758162973398,151.05287475771368,P2
2025-10-07,96.12072949135049,34.74419091687137,153.8811098903717,P2
2025-10-08,102.10506526193919,39.40254176134847,163.12665389427147,P2
2025-10-09,103.81297668620167,36.50565523462555,162.47235641948683,P2
2025-10-10,90.30453691904498,28.8895739974384,157.09295371006277,P2
2025-10-11,80.4210785457586,18.582447582102194,142.4028409148839,P2
2025-10-12,18.569408017355197,-40.36364580126209,80.65934553718613,P2
2025-10-13,99.37270160987748,38.05914448289808,159.35535890422412,P2
2025-10-14,104.2513404079327,47.116161014874045,167.19726753762203,P2
2025-10-15,109.49817139892582,48.95719483286245,170.52533226053518,P2
2025-10-16,110.42224226057508,52.75975614893698,170.09498717894445,P2
2025-10-17,96.10472482131976,30.78652486150764,157.1529133244008,P2
2025-10-18,85.40806490180557,22.48036053924936,147.07097836603378,P2
2025-10-19,77.55349457558513,15.79830065781566,145.3284689697264,P2
2025-10-20,102.80160712505096,42.89671613207774,163.70924777057732,P2
2025-10-21,106.97203285702368,47.05719903006096,174.13430395031136,P2
2025-10-22,111.57878162738737,44.478882075249764,174.20752398093526,P2
2025-10-23,111.94325214105709,51.32493247518341,176.45064997662485,P2
2025-10-24,97.15587250037133,33.44057673586623,157.36450721181208,P2
2025-10-25,86.08500682013951,28.96177320245567,148.53250546642641,P2
2025-10-26,77.95432941586557,21.788638280825896,143.37574482755457,P2
2025-10-27,103.0233701428989,42.67582567366084,164.80825924626586,P2
2025-10-28,107.10726931370606,46.55724173942387,173.50721710816774,P2
2025-10-29,111.71230478791503,45.21662080147156,173.29966687720534,P2
2025-10-30,112.14918512442213,51.41884507637612,171.05729972255267,P2
2025-10-31,97.49506407380315,35.298375035842895,158.98649782830918,P2
2025-11-01,86.60289940129871,23.17256340206213,149.3004956290654,P2
2025-11-02,45.184411311108754,-18.716805508611646,107.28553305500691,P2
2025-11-03,103.9658528854556,39.87442850198612,168.30892689220846,P2
2025-11-04,108.25903917026996,49.23819922569299,164.46116454100377,P2
2025-11-05,113.04680334700669,54.377142149457285,172.2296140945806,P2
2025-11-06,113.62223128567919,51.769701028962366,177.1048849342977,P2
2025-11-07,99.04618589988435,35.72613906908635,161.1019450093686,P2
2025-11-08,88.15720196505161,32.0134754100136,148.09355943953278,P2
2025-11-09,80.14985468711866,20.42672384715582,143.18961621020932,P2
2025-11-10,105.25627518442352,46.1842338691947,162.60409792850217,P2
2025-11-11,109.26682171369413,46.4050584512183,170.2179732338339,P2
2025-11-12,113.6664413474042,51.817781850353064,172.83045404059928,P2
2025-11-13,113.74869062796799,49.79258323963445,175.20937628625654,P2
2025-11-14,98.57834839619217,37.10412334440788,162.73708645087157,P2
2025-11-15,44.1230064109087,-16.24798119952546,101.44761978528317,P2
2025-11-16,78.22234599477353,20.50070442508866,138.96890230571566,P2
2025-11-17,102.48717585849735,45.70059207785973,166.8379787259143,P2
2025-11-18,105.6019211545437,46.0100569110012,174.0427762593943,P2
2025-11-19,109.06943694280599,48.79491632528341,172.28003189702056,P2
2025-11-20,243.29464690834024,183.5834832474635,305.9948040105774,P2
2025-11-21,92.08701500063503,30.446148857335206,152.62892016097908,P2
2025-11-22,79.58891011865565,19.575216737475763,140.37079837454473,P2
2025-11-23,69.93402335913484,11.375013001581543,131.09088290143728,P2
2025-11-24,93.3875668488775,35.686839939405665,155.67630643902706,P2
2025-11-25,95.7740704421749,33.15866681195886,154.66675481209043,P2
2025-11-26,98.61274604141192,32.11897350505826,158.33703582135612,P2
2025-11-27,97.23050266682743,35.75174605584736,154.63855166157987,P2
2025-11-28,80.72357553205173,18.34569057320126,143.26490408651594,P2
2025-11-29,67.9664033913278,4.84193252296764,133.07929219584003,P2
2025-11-30,58.18895577620685,-4.263616676955559,121.48535055754888,P2
2025-12-01,81.65721448610782,18.60962537439078,142.50408699807625,P2
2025-12-02,84.19284918028609,25.32882208923399,150.73273696079,P2
2025-12-03,87.30865169440062,26.209158827444245,151.16412290654964,P2
2025-12-04,86.32172553018394,28.06479759849966,151.0755605206569,P2
2025-12-05,70.31538881144286,7.238021746098276,131.279158223509,P2
2025-12-06,58.14841707032268,-1.0148891230237174,122.67364338556291,P2
2025-12-07,49.03281687428305,-18.29379713812017,110.19325139675286,P2
2025-12-08,73.21482165261591,12.705970822996033,137.27065469567944,P2
2025-12-09,76.49513455939619,11.014632963631524,137.58368729205725,P2
2025-12-10,80.36496641080208,20.828190719210895,145.3613110646633,P2
2025-12-11,80.11984748146851,18.12007564903084,145.69233819535836,P2
2025-12-12,64.8221532264134,5.997835856264234,125.93901261002,P2
2025-12-13,53.31095203912828,-6.8399884482076025,115.04706085026469,P2
2025-12-14,44.78034831343383,-17.136965283982,110.03848365395255,P2
2025-12-15,69.46099545571492,7.057642846129002,130.12955233072032,P2
2025-12-16,73.1407884935668,9.257858957852795,138.737772579179,P2
2025-12-17,77.30127109596128,19.974781911677784,137.47182493523297,P2
2025-12-18,77.23172492058224,19.117899470933782,142.11015659559803,P2
2025-12-19,61.991873161003234,2.348748478892471,122.39963226166489,P2
2025-12-20,50.42180112238408,-12.637328442049558,110.90151489156254,P2
2025-12-21,41.7202648806394,-14.224081368471026,103.18222116008893,P2
2025-12-22,66.12606359162766,1.944194235968897,129.36626194440151,P2
2025-12-23,69.43848912061236,8.314322454805088,131.98919284088004,P2
2025-12-24,73.15339482147354,10.33744409788555,129.9800586526793,P2
2025-12-25,20.236855589952906,-42.08578537701228,77.92770743004563,P2
2025-12-26,56.78740244311596,-3.752390562273572,121.61441795000623,P2
2025-12-27,44.64533161563451,-15.470010600342883,110.49441385769143,P2
2025-12-28,35.370470808871794,-33.10572400330648,96.23019201845196,P2
2025-12-29,59.222900102136336,-6.4752655549006155,122.68425342027923,P2
2025-12-30,62.02277658230881,-0.3786478048413745,118.68344729763828,P2
2025-12-31,65.28578375988741,7.123188168454355,120.84182279648402,P2
2026-01-01,23.36622267411311,-40.8364239713512,83.61518143172763,P2
2026-01-02,48.268596747570356,-15.047670668829381,111.01920625517243,P2
2026-01-03,35.9566512165026,-28.389046041972666,98.97918921017049,P2
2026-01-04,26.630522049489983,-32.23151069337059,90.5094479734761,P2
2026-01-05,50.55724536862877,-11.491467115859976,115.71177846467177,P2
2026-01-06,53.56034062951274,-8.71740060311821,115.75075509573817,P2
2026-01-07,57.155143382634876,-4.109511980863724,117.7405976678974,P2
2023-01-02,39.27378630430575,-16.876482527228198,94.94056689688443,P3
2023-01-09,21.983636933075204,-37.089088562291856,79.31695207237833,P3
2023-01-11,9.477521421986701,-51.02468109548828,65.2171822170522,P3
2023-01-16,1.2457589965439482,-60.78309123044039,60.05270996935327,P3
2023-01-17,-7.16662144541111,-69.66643062629468,48.80883930872939,P3
2023-01-23,-1.9090154051185664,-60.623414694195944,58.68938539244973,P3
2023-01-30,13.028648532347226,-46.70546241398452,67.92606284083926,P3
2023-02-02,10.859459959276684,-49.57539825751675,74.79798951688453,P3
2023-02-05,-37.79340560481434,-90.9120571400919,20.50663277367479,P3
2023-02-06,28.174747285535155,-30.591490796817265,83.89146604725445,P3
2023-02-08,24.14286446681328,-29.63670501377706,85.48309198277452,P3
2023-02-09,20.33962718028966,-38.9815777939196,79.71757912460008,P3
2023-02-14,19.5615919271033,-40.413533147345596,79.01006928696913,P3
2023-02-27,1.8792536705506606,-57.721422765147175,60.965179324635955,P3
2023-03-07,-2.253021671941159,-58.44372917223259,58.523143460551374,P3
2023-03-10,1.9419089722481004,-52.73967791858129,63.583431045949034,P3
2023-03-13,12.932050570078378,-47.572912746495064,74.25536510005968,P3
2023-03-15,9.65686544808726,-46.20580415385342,69.70838533340732,P3
2023-03-16,6.576438115967296,-52.004142626892616,65.36033441891709,P3
2023-03-17,10.670324954900114,-46.87925468311686,70.2307771125629,P3
2023-03-21,11.829614613720373,-47.500911836694534,75.29575774393335,P3
2023-03-31,2.701934357136377,-56.471293545211374,59.51951147196073,P3
2023-04-03,5.9550318478320285,-53.5460477771814,61.06460228376192,P3
2023-04-10,2.4131823899079308,-55.88404689425946,64.09917196910152,P3
2023-04-19,-0.33396073086301215,-60.81827504402116,55.41420131787685,P3
2023-04-20,-4.049006930792672,-63.39251916111889,58.173018051758575,P3
